Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Feature Analysis of Unsupervised Learning for Multi-task Classification Using Convolutional Neural Network","Neural Processing Letters","","","","10.1007/s11063-017-9724-1","Jonghong KimWaqas BukhariMinho Lee","2017","http://link.springer.com/article/10.1007/s11063-017-9724-1","Article"
"A hybrid bio-inspired algorithm and its application","Applied Intelligence","","47","4","10.1007/s10489-017-0951-y","Abdolreza Hatamlou","2017","http://link.springer.com/article/10.1007/s10489-017-0951-y","Article"
"Method for Meteorological Early Warning of Precipitation-Induced Landslides Based on Deep Neural Network","Neural Processing Letters","","","","10.1007/s11063-017-9778-0","Lu HuangLu-yang Xiang","2018","http://link.springer.com/article/10.1007/s11063-017-9778-0","Article"
"Object tracking via Dirichlet process-based appearance models","Neural Computing and Applications","","28","5","10.1007/s00521-016-2280-1","Raed AlmomaniMing DongDongxiao Zhu","2017","http://link.springer.com/article/10.1007/s00521-016-2280-1","Article"
"Symbiosis or assimilation: critical reflections on the ontological self at the precipice of Total Data","AI & SOCIETY","","","","10.1007/s00146-017-0729-0","Peter J. Carew","2017","http://link.springer.com/article/10.1007/s00146-017-0729-0","Article"
"Mining urban events from the tweet stream through a probabilistic mixture model","Data Mining and Knowledge Discovery","","32","3","10.1007/s10618-017-0541-y","Joan CapdevilaJesús CerquidesJordi Torres","2018","http://link.springer.com/article/10.1007/s10618-017-0541-y","Article"
"Structured Learning of Binary Codes with Column Generation for Optimizing Ranking Measures","International Journal of Computer Vision","","123","2","10.1007/s11263-016-0984-4","Guosheng LinFayao LiuChunhua ShenJianxin WuHeng Tao Shen","2017","http://link.springer.com/article/10.1007/s11263-016-0984-4","Article"
"Redescription mining augmented with random forest of multi-target predictive clustering trees","Journal of Intelligent Information Systems","","50","1","10.1007/s10844-017-0448-5","Matej MihelčićSašo DžeroskiNada LavračTomislav Šmuc","2018","http://link.springer.com/article/10.1007/s10844-017-0448-5","Article"
"Breast cancer diagnosis using GA feature selection and Rotation Forest","Neural Computing and Applications","","28","4","10.1007/s00521-015-2103-9","Emina AličkovićAbdulhamit Subasi","2017","http://link.springer.com/article/10.1007/s00521-015-2103-9","Article"
"A comprehensive review of krill herd algorithm: variants, hybrids and applications","Artificial Intelligence Review","","","","10.1007/s10462-017-9559-1","Gai-Ge WangAmir H. GandomiAmir H. AlaviDunwei Gong","2017","http://link.springer.com/article/10.1007/s10462-017-9559-1","Article"
"Global context-dependent recurrent neural network language model with sparse feature learning","Neural Computing and Applications","","","","10.1007/s00521-017-3065-x","Hongli DengLei ZhangLituan Wang","2017","http://link.springer.com/article/10.1007/s00521-017-3065-x","Article"
"From Facial Expression Recognition to Interpersonal Relation Prediction","International Journal of Computer Vision","","126","5","10.1007/s11263-017-1055-1","Zhanpeng ZhangPing LuoChen Change LoyXiaoou Tang","2018","http://link.springer.com/article/10.1007/s11263-017-1055-1","Article"
"Distributed multi-task classification: a decentralized online learning approach","Machine Learning","","107","4","10.1007/s10994-017-5676-y","Chi ZhangPeilin ZhaoShuji HaoYeng Chai SohBu Sung LeeChunyan MiaoSteven C. H. Hoi","2018","http://link.springer.com/article/10.1007/s10994-017-5676-y","Article"
"Scoring Bayesian networks of mixed variables","International Journal of Data Science and Analytics","","","","10.1007/s41060-017-0085-7","Bryan AndrewsJoseph RamseyGregory F. Cooper","2018","http://link.springer.com/article/10.1007/s41060-017-0085-7","Article"
"Discovering spammer communities in twitter","Journal of Intelligent Information Systems","","","","10.1007/s10844-017-0494-z","P. V. BinduRahul MishraP. Santhi Thilagam","2018","http://link.springer.com/article/10.1007/s10844-017-0494-z","Article"
"Fault diagnosis on wireless sensor network using the neighborhood kernel density estimation","Neural Computing and Applications","","","","10.1007/s00521-018-3342-3","Mingbo ZhaoZhaoyang TianTommy W. S. Chow","2018","http://link.springer.com/article/10.1007/s00521-018-3342-3","Article"
"Dynamic sparse coding for sparse time-series modeling via first-order smooth optimization","Applied Intelligence","","","","10.1007/s10489-018-1189-z","Minyoung Kim","2018","http://link.springer.com/article/10.1007/s10489-018-1189-z","Article"
"Detecting User Profiles in Collaborative Ontology Engineering Using a User’s Interactions","Journal on Data Semantics","","6","2","10.1007/s13740-016-0074-3","Sven Van LaereRonald BuylMarc NyssenChristophe Debruyne","2017","http://link.springer.com/article/10.1007/s13740-016-0074-3","Article"
"Captioning Videos Using Large-Scale Image Corpus","Journal of Computer Science and Technology","","32","3","10.1007/s11390-017-1738-7","Xiao-Yu DuYang YangLiu YangFu-Min ShenZhi-Guang QinJin-Hui Tang","2017","http://link.springer.com/article/10.1007/s11390-017-1738-7","Article"
"Cross-layer classification framework for automatic social behavioural analysis in surveillance scenario","Neural Computing and Applications","","28","9","10.1007/s00521-016-2282-z","Eduardo M. PereiraLucian CiobanuJaime S. Cardoso","2017","http://link.springer.com/article/10.1007/s00521-016-2282-z","Article"
"Parallel reduced multi-class contour preserving classification","Applied Intelligence","","48","6","10.1007/s10489-017-1049-2","Piyabute Fuangkhon","2018","http://link.springer.com/article/10.1007/s10489-017-1049-2","Article"
"Labeling data and developing supervised framework for hindi music mood analysis","Journal of Intelligent Information Systems","","48","3","10.1007/s10844-016-0436-1","Braja Gopal PatraDipankar DasSivaji Bandyopadhyay","2017","http://link.springer.com/article/10.1007/s10844-016-0436-1","Article"
"Multiple feature subspaces analysis for single sample per person face recognition","The Visual Computer","","","","10.1007/s00371-017-1468-4","Yongjie ChuLindu ZhaoTouqeer Ahmad","2018","http://link.springer.com/article/10.1007/s00371-017-1468-4","Article"
"Consensus-based modeling using distributed feature construction with ILP","Machine Learning","","107","5","10.1007/s10994-017-5672-2","Haimonti DuttaAshwin Srinivasan","2018","http://link.springer.com/article/10.1007/s10994-017-5672-2","Article"
"CPicker: Leveraging Performance-Equivalent Configurations to Improve Data Center Energy Efficiency","Journal of Computer Science and Technology","","33","1","10.1007/s11390-018-1811-x","Fa-Qiang SunGui-Hai YanXin HeHua-Wei LiYin-He Han","2018","http://link.springer.com/article/10.1007/s11390-018-1811-x","Article"
"Prediction of non-hydrocarbon gas components in separator by using Hybrid Computational Intelligence models","Neural Computing and Applications","","28","4","10.1007/s00521-015-2088-4","Tarek HelmyMuhammad Imtiaz HossainAbdulazeez AdbulraheemS. M. RahmanMd. Rafiul HassanAmar KhoukhiM. Elshafei","2017","http://link.springer.com/article/10.1007/s00521-015-2088-4","Article"
"A Lesson learned from PMF based approach for Semantic Recommender System","Journal of Intelligent Information Systems","","50","3","10.1007/s10844-017-0467-2","Nidhi KushwahaXudong SunBharat SinghO P Vyas","2018","http://link.springer.com/article/10.1007/s10844-017-0467-2","Article"
"A dynamic stage-based fraud monitoring framework of multiple live auctions","Applied Intelligence","","46","1","10.1007/s10489-016-0818-7","Samira SadaouiXuegang Wang","2017","http://link.springer.com/article/10.1007/s10489-016-0818-7","Article"
"Hollywood 3D: What are the Best 3D Features for Action Recognition?","International Journal of Computer Vision","","121","1","10.1007/s11263-016-0917-2","Simon HadfieldKarel LebedaRichard Bowden","2017","http://link.springer.com/article/10.1007/s11263-016-0917-2","Article"
"A review on multi-class TWSVM","Artificial Intelligence Review","","","","10.1007/s10462-017-9586-y","Shifei DingXingyu ZhaoJian ZhangXiekai ZhangYu Xue","2017","http://link.springer.com/article/10.1007/s10462-017-9586-y","Article"
"International stability in a digital world: emerging trends in machine intelligence, environmental sustainability and society","AI & SOCIETY","","33","2","10.1007/s00146-018-0811-2","Larry Stapleton","2018","http://link.springer.com/article/10.1007/s00146-018-0811-2","Article"
"Memory-adaptive high utility sequential pattern mining over data streams","Machine Learning","","106","6","10.1007/s10994-016-5617-1","Morteza ZihayatYan ChenAijun An","2017","http://link.springer.com/article/10.1007/s10994-016-5617-1","Article"
"COSSET+: Crowdsourced Missing Value Imputation Optimized by Knowledge Base","Journal of Computer Science and Technology","","32","5","10.1007/s11390-017-1768-1","Hong-Zhi WangZhi-Xin QiRuo-Xi ShiJian-Zhong LiHong Gao","2017","http://link.springer.com/article/10.1007/s11390-017-1768-1","Article"
"Special issue on discovery science","Machine Learning","","106","6","10.1007/s10994-016-5625-1","Nathalie JapkowiczStan Matwin","2017","http://link.springer.com/article/10.1007/s10994-016-5625-1","Article"
"Fault detection, location and classification of a transmission line","Neural Computing and Applications","","","","10.1007/s00521-017-3295-y","Debani Prasad MishraPapia Ray","2017","http://link.springer.com/article/10.1007/s00521-017-3295-y","Article"
"Fast example searching for input-adaptive data-driven dehazing with Gaussian process regression","The Visual Computer","","","","10.1007/s00371-018-1485-y","Xin FanXianxuan TangMinjun HouZhongxuan Luo","2018","http://link.springer.com/article/10.1007/s00371-018-1485-y","Article"
"Evaluating representational systems in artificial intelligence","Artificial Intelligence Review","","","","10.1007/s10462-017-9598-7","John LicatoZhitian Zhang","2017","http://link.springer.com/article/10.1007/s10462-017-9598-7","Article"
"NDlib: a python library to model and analyze diffusion processes over complex networks","International Journal of Data Science and Analytics","","5","1","10.1007/s41060-017-0086-6","Giulio RossettiLetizia MilliSalvatore RinzivilloAlina SîrbuDino PedreschiFosca Giannotti","2018","http://link.springer.com/article/10.1007/s41060-017-0086-6","Article"
"Multi-label classification via multi-target regression on data streams","Machine Learning","","106","6","10.1007/s10994-016-5613-5","Aljaž OsojnikPanče PanovSašo Džeroski","2017","http://link.springer.com/article/10.1007/s10994-016-5613-5","Article"
"Dynamic Behavior Analysis via Structured Rank Minimization","International Journal of Computer Vision","","126","2 - 4","10.1007/s11263-016-0985-3","Christos GeorgakisYannis PanagakisMaja Pantic","2018","http://link.springer.com/article/10.1007/s11263-016-0985-3","Article"
"A program slicing-based method for effective detection of coincidentally correct test cases","Computing","","","","10.1007/s00607-018-0591-z","Farid FeyziSaeed Parsa","2018","http://link.springer.com/article/10.1007/s00607-018-0591-z","Article"
"Learners Reliability Estimated Through Neural Networks Applied to Build a Novel Hybrid Ensemble Method","Neural Processing Letters","","46","3","10.1007/s11063-017-9586-6","Marco VannucciValentina CollaSilvia Cateni","2017","http://link.springer.com/article/10.1007/s11063-017-9586-6","Article"
"Online optimization for max-norm regularization","Machine Learning","","106","3","10.1007/s10994-017-5628-6","Jie ShenHuan XuPing Li","2017","http://link.springer.com/article/10.1007/s10994-017-5628-6","Article"
"Nonrigid 3D shape retrieval using deep auto-encoders","Applied Intelligence","","47","1","10.1007/s10489-016-0880-1","Hamed GhodratiA. Ben Hamza","2017","http://link.springer.com/article/10.1007/s10489-016-0880-1","Article"
"A Large-Scale Study of Failures on Petascale Supercomputers","Journal of Computer Science and Technology","","33","1","10.1007/s11390-018-1806-7","Rui-Tao LiuZuo-Ning Chen","2018","http://link.springer.com/article/10.1007/s11390-018-1806-7","Article"
"A hierarchical selective ensemble randomized neural network hybridized with heuristic feature selection for estimation of sea-ice thickness","Applied Intelligence","","46","1","10.1007/s10489-016-0815-x","Ahmad MozaffariK. Andrea ScottNasser L. AzadShoja’eddin Chenouri","2017","http://link.springer.com/article/10.1007/s10489-016-0815-x","Article"
"Collaborative topic regression for online recommender systems: an online and Bayesian approach","Machine Learning","","106","5","10.1007/s10994-016-5599-z","Chenghao LiuTao JinSteven C. H. HoiPeilin ZhaoJianling Sun","2017","http://link.springer.com/article/10.1007/s10994-016-5599-z","Article"
"Online estimation of discrete, continuous, and conditional joint densities using classifier chains","Data Mining and Knowledge Discovery","","32","3","10.1007/s10618-017-0546-6","Michael GeilkeAndreas KarwathEibe FrankStefan Kramer","2018","http://link.springer.com/article/10.1007/s10618-017-0546-6","Article"
"Emphasizing Essential Words for Sentiment Classification Based on Recurrent Neural Networks","Journal of Computer Science and Technology","","32","4","10.1007/s11390-017-1759-2","Fei HuLi LiZi-Li ZhangJing-Yuan WangXiao-Fei Xu","2017","http://link.springer.com/article/10.1007/s11390-017-1759-2","Article"
"Complex behavioral pattern mining in non-intrusive sensor-based smart homes using an intelligent activity inference engine","Journal of Reliable Intelligent Environments","","3","2","10.1007/s40860-017-0041-2","Jianguo HaoAbdenour BouzouaneSébastien Gaboury","2017","http://link.springer.com/article/10.1007/s40860-017-0041-2","Article"
"Tiles: an online algorithm for community discovery in dynamic social networks","Machine Learning","","106","8","10.1007/s10994-016-5582-8","Giulio RossettiLuca PappalardoDino PedreschiFosca Giannotti","2017","http://link.springer.com/article/10.1007/s10994-016-5582-8","Article"
"GSLDA: LDA-based group spamming detection in product reviews","Applied Intelligence","","","","10.1007/s10489-018-1142-1","Zhuo WangSongmin GuXiaowei Xu","2018","http://link.springer.com/article/10.1007/s10489-018-1142-1","Article"
"Fuzzy-Rough Instance Selection Combined with Effective Classifiers in Credit Scoring","Neural Processing Letters","","47","1","10.1007/s11063-017-9641-3","ZhanFeng LiuSu Pan","2018","http://link.springer.com/article/10.1007/s11063-017-9641-3","Article"
"Hybridizing metric learning and case-based reasoning for adaptable clickbait detection","Applied Intelligence","","","","10.1007/s10489-017-1109-7","Daniel López-SánchezJorge Revuelta HerreroAngélica González ArrietaJuan M. Corchado","2017","http://link.springer.com/article/10.1007/s10489-017-1109-7","Article"
"Recent advances on the use of meta-heuristic optimization algorithms to optimize the type-2 fuzzy logic systems in intelligent control","Neural Computing and Applications","","28","5","10.1007/s00521-015-2111-9","Mukhtar Fatihu HamzaHwa Jen YapImtiaz Ahmed Choudhury","2017","http://link.springer.com/article/10.1007/s00521-015-2111-9","Article"
"Improved dominance rough set-based classification system","Neural Computing and Applications","","28","8","10.1007/s00521-016-2177-z","Ahmad Taher AzarH. Hannah InbaraniK. Renuga Devi","2017","http://link.springer.com/article/10.1007/s00521-016-2177-z","Article"
"A divide-and-conquer method for large scale ν-nonparallel support vector machines","Neural Computing and Applications","","29","9","10.1007/s00521-016-2574-3","Xuchan JuYingjie Tian","2018","http://link.springer.com/article/10.1007/s00521-016-2574-3","Article"
"Theoretical Foundations for the Alpha-Beta Associative Memories: 10 Years of Derived Extensions, Models, and Applications","Neural Processing Letters","","","","10.1007/s11063-017-9768-2","Cornelio Yáñez-MárquezItzamá López-YáñezMario Aldape-PérezOscar Camacho-NietoAmadeo José Argüelles-CruzYenny Villuendas-Rey","2017","http://link.springer.com/article/10.1007/s11063-017-9768-2","Article"
"Graph-Based RDF Data Management","Data Science and Engineering","","2","1","10.1007/s41019-016-0029-6","Lei ZouM. Tamer Özsu","2017","http://link.springer.com/article/10.1007/s41019-016-0029-6","Article"
"The influence of computational traits on the natural selection of the nervous system","Natural Computing","","17","2","10.1007/s11047-017-9619-0","Sergio Miguel-Tomé","2018","http://link.springer.com/article/10.1007/s11047-017-9619-0","Article"
"A novel logistic-NARX model as a classifier for dynamic binary classification","Neural Computing and Applications","","","","10.1007/s00521-017-2976-x","Jose Roberto Ayala SolaresHua-Liang WeiStephen A. Billings","2017","http://link.springer.com/article/10.1007/s00521-017-2976-x","Article"
"Fast 2D/3D object representation with growing neural gas","Neural Computing and Applications","","29","10","10.1007/s00521-016-2579-y","Anastassia AngelopoulouJose Garcia RodriguezSergio Orts-EscolanoGaurav GuptaAlexandra Psarrou","2018","http://link.springer.com/article/10.1007/s00521-016-2579-y","Article"
"Context-Aware Recommendations with Random Partition Factorization Machines","Data Science and Engineering","","2","2","10.1007/s41019-017-0035-3","Shaoqing WangCuiping LiKankan ZhaoHong Chen","2017","http://link.springer.com/article/10.1007/s41019-017-0035-3","Article"
"A Practical and Highly Optimized Convolutional Neural Network for Classifying Traffic Signs in Real-Time","International Journal of Computer Vision","","122","2","10.1007/s11263-016-0955-9","Hamed Habibi AghdamElnaz Jahani HeraviDomenec Puig","2017","http://link.springer.com/article/10.1007/s11263-016-0955-9","Article"
"A Cluster Splitting Technique by Hopfield Networks and P Systems on Simplices","Neural Processing Letters","","46","1","10.1007/s11063-016-9577-z","Xiyu LiuJie Xue","2017","http://link.springer.com/article/10.1007/s11063-016-9577-z","Article"
"Heterogeneity-aware adaptive auto-scaling heuristic for improved QoS and resource usage in cloud environments","Computing","","99","4","10.1007/s00607-016-0530-9","Jyoti SahniDeo Prakash Vidyarthi","2017","http://link.springer.com/article/10.1007/s00607-016-0530-9","Article"
"Living Lab Bamberg: an infrastructure to explore smart city research challenges in the wild","KI - Künstliche Intelligenz","","31","3","10.1007/s13218-017-0497-5","Aboubakr BenabbasGolnaz ElmamoozBrent LagesseDaniela NicklasUte Schmid","2017","http://link.springer.com/article/10.1007/s13218-017-0497-5","Article"
"Toward sustainable data centers: a comprehensive energy management strategy","Computing","","99","6","10.1007/s00607-016-0501-1","Jordi Guitart","2017","http://link.springer.com/article/10.1007/s00607-016-0501-1","Article"
"Nuclear reconstructive feature extraction","Neural Computing and Applications","","","","10.1007/s00521-017-3220-4","Haiyan WangDujin LiuGuolin Pu","2017","http://link.springer.com/article/10.1007/s00521-017-3220-4","Article"
"Anthropomorphism in social robotics: empirical results on human–robot interaction in hybrid production workplaces","AI & SOCIETY","","","","10.1007/s00146-017-0756-x","Anja RichertSarah MüllerStefan SchröderSabina Jeschke","2017","http://link.springer.com/article/10.1007/s00146-017-0756-x","Article"
"Semi-supervised relevance index for feature selection","Neural Computing and Applications","","","","10.1007/s00521-017-3062-0","Frederico CoelhoCristiano CastroAntônio P. BragaMichel Verleysen","2017","http://link.springer.com/article/10.1007/s00521-017-3062-0","Article"
"Radial basis function neural network-based face recognition using firefly algorithm","Neural Computing and Applications","","","","10.1007/s00521-017-2874-2","Vandana AgarwalSurekha Bhanot","2017","http://link.springer.com/article/10.1007/s00521-017-2874-2","Article"
"Bayesian graph-cut optimization for wall surfaces reconstruction in indoor environments","The Visual Computer","","33","10","10.1007/s00371-016-1230-3","Georgios-Tsampikos MichailidisRenato Pajarola","2017","http://link.springer.com/article/10.1007/s00371-016-1230-3","Article"
"Maintenance algorithm for high average-utility itemsets with transaction deletion","Applied Intelligence","","","","10.1007/s10489-018-1180-8","Jerry Chun-Wei LinYina ShaoPhilippe Fournier-VigerYoucef DjenouriXiangmin Guo","2018","http://link.springer.com/article/10.1007/s10489-018-1180-8","Article"
"Local community detection in multilayer networks","Data Mining and Knowledge Discovery","","31","5","10.1007/s10618-017-0525-y","Roberto InterdonatoAndrea TagarelliDino IencoArnaud SallaberryPascal Poncelet","2017","http://link.springer.com/article/10.1007/s10618-017-0525-y","Article"
"Local and global symmetry breaking in itemset mining","Annals of Mathematics and Artificial Intelligence","","80","1","10.1007/s10472-016-9528-4","Belaïd Benhamou","2017","http://link.springer.com/article/10.1007/s10472-016-9528-4","Article"
"Motion rank: applying page rank to motion data search","The Visual Computer","","","","10.1007/s00371-018-1498-6","Myung Geol ChoiTaesoo Kwon","2018","http://link.springer.com/article/10.1007/s00371-018-1498-6","Article"
"View suggestion for interactive segmentation of indoor scenes","Computational Visual Media","","3","2","10.1007/s41095-017-0078-4","Sheng YangJie XuKang ChenHongbo Fu","2017","http://link.springer.com/article/10.1007/s41095-017-0078-4","Article"
"Online detection of continuous changes in stochastic processes","International Journal of Data Science and Analytics","","3","3","10.1007/s41060-017-0045-2","Kohei MiyaguchiKenji Yamanishi","2017","http://link.springer.com/article/10.1007/s41060-017-0045-2","Article"
"Parallel Turing Machine, a Proposal","Journal of Computer Science and Technology","","32","2","10.1007/s11390-017-1721-3","Peng QuJin YanYou-Hui ZhangGuang R. Gao","2017","http://link.springer.com/article/10.1007/s11390-017-1721-3","Article"
"Automated QoS-oriented cloud resource optimization using containers","Automated Software Engineering","","24","1","10.1007/s10515-016-0191-0","Yu SunJules WhiteBo LiMichael WalkerHamilton Turner","2017","http://link.springer.com/article/10.1007/s10515-016-0191-0","Article"
"Visualizing the behavior and some symmetry properties of Bayesian confirmation measures","Data Mining and Knowledge Discovery","","31","3","10.1007/s10618-016-0487-5","Emilio Celotto","2017","http://link.springer.com/article/10.1007/s10618-016-0487-5","Article"
"Application of binary quantum-inspired gravitational search algorithm in feature subset selection","Applied Intelligence","","47","2","10.1007/s10489-017-0894-3","Fatemeh BaraniMina MirhosseiniHossein Nezamabadi-pour","2017","http://link.springer.com/article/10.1007/s10489-017-0894-3","Article"
"Multi-Domain Transfer Component Analysis for Domain Generalization","Neural Processing Letters","","46","3","10.1007/s11063-017-9612-8","Thomas GrubingerAdriana BirlutiuHolger SchönerThomas NatschlägerTom Heskes","2017","http://link.springer.com/article/10.1007/s11063-017-9612-8","Article"
"Speech translation system for english to dravidian languages","Applied Intelligence","","46","3","10.1007/s10489-016-0846-3","J. SangeethaS. Jothilakshmi","2017","http://link.springer.com/article/10.1007/s10489-016-0846-3","Article"
"Geometry-aware principal component analysis for symmetric positive definite matrices","Machine Learning","","106","4","10.1007/s10994-016-5605-5","Inbal HorevFlorian YgerMasashi Sugiyama","2017","http://link.springer.com/article/10.1007/s10994-016-5605-5","Article"
"Space–time image layout","The Visual Computer","","34","3","10.1007/s00371-016-1347-4","Shahar Ben-EzraDaniel Cohen-Or","2018","http://link.springer.com/article/10.1007/s00371-016-1347-4","Article"
"An AI-based workflow for estimating shale barrier configurations from SAGD production histories","Neural Computing and Applications","","","","10.1007/s00521-018-3365-9","Jingwen ZhengJuliana Y. LeungRonald P. SawatzkyJose M. Alvarez","2018","http://link.springer.com/article/10.1007/s00521-018-3365-9","Article"
"Socialized healthcare service recommendation using deep learning","Neural Computing and Applications","","","","10.1007/s00521-018-3394-4","Weiwei YuanChenliang LiDonghai GuanGuangjie HanAsad Masood Khattak","2018","http://link.springer.com/article/10.1007/s00521-018-3394-4","Article"
"Providing Virtual Cloud for Special Purposes on Demand in JointCloud Computing Environment","Journal of Computer Science and Technology","","32","2","10.1007/s11390-017-1715-1","Dong-Gang CaoBo AnPei-Chang ShiHuai-Min Wang","2017","http://link.springer.com/article/10.1007/s11390-017-1715-1","Article"
"Digitalisation and the regulation of work: theoretical issues and normative challenges","AI & SOCIETY","","","","10.1007/s00146-017-0738-z","Angelo Salento","2017","http://link.springer.com/article/10.1007/s00146-017-0738-z","Article"
"An efficient structure for fast mining high utility itemsets","Applied Intelligence","","","","10.1007/s10489-017-1130-x","Zhi-Hong Deng","2018","http://link.springer.com/article/10.1007/s10489-017-1130-x","Article"
"Image Segmentation via Mean Curvature Regularized Mumford-Shah Model and Thresholding","Neural Processing Letters","","","","10.1007/s11063-017-9763-7","Qianting MaJialin PengDexing Kong","2017","http://link.springer.com/article/10.1007/s11063-017-9763-7","Article"
"Mitigating risks of digitalization through managed industrial security services","AI & SOCIETY","","33","2","10.1007/s00146-018-0812-1","Christoph JansenSabina Jeschke","2018","http://link.springer.com/article/10.1007/s00146-018-0812-1","Article"
"Where Do Local Experts Go? Evaluating User Geo-Topical Similarity for Top-N Place Recommendation","Journal of Computer Science and Technology","","33","1","10.1007/s11390-017-1766-3","Rong WangTian-Lei HuGang Chen","2018","http://link.springer.com/article/10.1007/s11390-017-1766-3","Article"
"Relation Enhanced Neural Model for Type Classification of Entity Mentions with a Fine-Grained Taxonomy","Journal of Computer Science and Technology","","32","4","10.1007/s11390-017-1762-7","Kai-Yuan CuiPeng-Jie RenZhu-Min ChenTao LianJun Ma","2017","http://link.springer.com/article/10.1007/s11390-017-1762-7","Article"
"A Novel Model-Based Approach for Medical Image Segmentation Using Spatially Constrained Inverted Dirichlet Mixture Models","Neural Processing Letters","","47","2","10.1007/s11063-017-9672-9","Wentao FanCan HuJixiang DuNizar Bouguila","2018","http://link.springer.com/article/10.1007/s11063-017-9672-9","Article"
"Middleware for internet of things: an evaluation in a small-scale IoT environment","Journal of Reliable Intelligent Environments","","4","1","10.1007/s40860-018-0055-4","Andrei PaladeChristian CabreraFan LiGary WhiteM. A. RazzaqueSiobhán Clarke","2018","http://link.springer.com/article/10.1007/s40860-018-0055-4","Article"
"Efficient benchmarking of algorithm configurators via model-based surrogates","Machine Learning","","107","1","10.1007/s10994-017-5683-z","Katharina EggenspergerMarius LindauerHolger H. HoosFrank HutterKevin Leyton-Brown","2018","http://link.springer.com/article/10.1007/s10994-017-5683-z","Article"
"Robust Plackett–Luce model for k-ary crowdsourced preferences","Machine Learning","","107","4","10.1007/s10994-017-5674-0","Bo HanYuangang PanIvor W. Tsang","2018","http://link.springer.com/article/10.1007/s10994-017-5674-0","Article"
"TP-TA: a comparative analytical framework for trust prediction models in online social networks based on trust aspects","Artificial Intelligence Review","","","","10.1007/s10462-017-9583-1","Aynaz KhaksariMohammadReza Keyvanpour","2017","http://link.springer.com/article/10.1007/s10462-017-9583-1","Article"
"Toward Compositional Verification of Interruptible OS Kernels and Device Drivers","Journal of Automated Reasoning","","","","10.1007/s10817-017-9446-0","Hao ChenXiongnan WuZhong ShaoJoshua LockermanRonghui Gu","2017","http://link.springer.com/article/10.1007/s10817-017-9446-0","Article"
"Automated Test Assembly for Handling Learner Cold-Start in Large-Scale Assessments","International Journal of Artificial Intelligence in Education","","","","10.1007/s40593-017-0163-y","Jill-Jênn VieFabrice PopineauÉric BruillardYolaine Bourda","2018","http://link.springer.com/article/10.1007/s40593-017-0163-y","Article"
"Boosted multivariate trees for longitudinal data","Machine Learning","","106","2","10.1007/s10994-016-5597-1","Amol PandeLiang LiJeevanantham RajeswaranJohn EhrlingerUdaya B. KogalurEugene H. BlackstoneHemant Ishwaran","2017","http://link.springer.com/article/10.1007/s10994-016-5597-1","Article"
"LGND: a new method for multi-class novelty detection","Neural Computing and Applications","","","","10.1007/s00521-017-3270-7","Jingjing TangYingjie TianXiaohui Liu","2017","http://link.springer.com/article/10.1007/s00521-017-3270-7","Article"
"Recursion in tree-based genetic programming","Genetic Programming and Evolvable Machines","","18","2","10.1007/s10710-016-9277-5","Alexandros AgapitosMichael O’NeillAhmed KattanSimon M. Lucas","2017","http://link.springer.com/article/10.1007/s10710-016-9277-5","Article"
"An efficient multilevel scheme for coarsening large scale social networks","Applied Intelligence","","","","10.1007/s10489-018-1162-x","Delel RhoumaLotfi Ben Romdhane","2018","http://link.springer.com/article/10.1007/s10489-018-1162-x","Article"
"The READEX formalism for automatic tuning for energy efficiency","Computing","","99","8","10.1007/s00607-016-0532-7","Joseph SchuchartMichael GerndtPer Gunnar KjeldsbergMichael LysaghtDavid HorákLubomír ŘíhaAndreas GochtMohammed SourouriMadhura KumaraswamyAnamika ChowdhuryMagnus JahreKai DiethelmOthman BouiziUmbreen Sabir MianJakub KružíkRadim Sojka","2017","http://link.springer.com/article/10.1007/s00607-016-0532-7","Article"
"Visual Genome: Connecting Language and Vision Using Crowdsourced Dense Image Annotations","International Journal of Computer Vision","","123","1","10.1007/s11263-016-0981-7","Ranjay KrishnaYuke ZhuOliver GrothJustin JohnsonKenji HataJoshua KravitzStephanie ChenYannis KalantidisLi-Jia LiDavid A. ShammaMichael S. BernsteinLi Fei-Fei","2017","http://link.springer.com/article/10.1007/s11263-016-0981-7","Article"
"Special issue: engineering applications of neural networks","Neural Computing and Applications","","28","6","10.1007/s00521-016-2637-5","Lazaros IliadisChrisina Jane","2017","http://link.springer.com/article/10.1007/s00521-016-2637-5","Article"
"Reflections on networks, human behaviour, and social dynamics in the digital age","AI & SOCIETY","","33","2","10.1007/s00146-017-0704-9","Theodore TsekerisCharalambos TsekerisIoannis Katerelos","2018","http://link.springer.com/article/10.1007/s00146-017-0704-9","Article"
"A survey on expert finding techniques","Journal of Intelligent Information Systems","","49","2","10.1007/s10844-016-0440-5","Shuyi LinWenxing HongDingding WangTao Li","2017","http://link.springer.com/article/10.1007/s10844-016-0440-5","Article"
"Hierarchical Tensor SOM Network for Multilevel–Multigroup Analysis","Neural Processing Letters","","","","10.1007/s11063-017-9643-1","Hideaki IshibashiTetsuo Furukawa","2017","http://link.springer.com/article/10.1007/s11063-017-9643-1","Article"
